draft,lesson,block,timestamp,source,translation,score,verdict,corrected,issues
Draft 1,L8S2,5,"00:00:32,210 --> 00:00:34,790","Part two, practice and explanation.",第二部分：練習與解說。,100,ok,,
Draft 1,L8S2,6,"00:00:39,000 --> 00:00:41,100",Here's today's listening test.,這是今天的聽力測驗。,100,ok,,
Draft 1,L8S2,7,"00:00:41,500 --> 00:00:44,260","Looking at this question, what should we do first?",看到這道題目，我們應該先做什麼？,100,ok,,
Draft 1,L8S2,8,"00:00:44,680 --> 00:00:50,100","Step one, always read the instructions carefully and note the word and number limit.",第一步，務必仔細閱讀說明，並留意字數與數字限制。,30,needs_revision,第一步，務必仔細閱讀說明，並留意字數與數位限制。,[high] terminology: None; [medium] terminology: None; [medium] terminology: None
Draft 1,L8S2,9,"00:00:50,620 --> 00:00:56,040",This question requires us to write no more than two words and or a number.,這道題目要求我們填寫不超過兩個詞或一個數字。,35,needs_revision,這道題目要求我們填寫不超過兩個詞或一個數位。,[high] terminology: None; [medium] terminology: None
Draft 1,L8S2,10,"00:00:57,060 --> 00:00:59,200","Step two, read the title.",第二步，閱讀標題。,100,ok,,
Draft 1,L8S2,11,"00:00:59,800 --> 00:01:03,660",The title of today's listening exercise is Betty's Sanctuary.,今日聽力練習的標題是 Betty's Sanctuary。,80,minor_issues,,[medium] terminology: None
Draft 1,L8S2,12,"00:01:04,480 --> 00:01:06,880","Step three, underline keywords.",第三步，劃線標記關鍵字。,80,minor_issues,,[medium] terminology: None
Draft 1,L8S2,13,"00:01:07,460 --> 00:01:11,680","In the previous lesson, we already learned how to identify keywords.",在上一堂課中，我們已經學會了如何辨識關鍵字。,80,minor_issues,,[medium] terminology: None
Draft 1,L8S2,14,"00:01:12,220 --> 00:01:14,800",Here are the keywords we need to underline.,以下是我們需要劃線標記的關鍵字。,80,minor_issues,,[medium] terminology: None
Draft 1,L8S2,15,"00:01:15,160 --> 00:01:17,420","Question one, Betty, name.",第一題，Betty，name。,87,minor_issues,第一題，Betty，名字。,[low] terminology: None
Draft 1,L8S2,16,"00:01:17,780 --> 00:01:23,360","Question two, recently, sanctuary, assisted returning natural habitat.","Question two, recently, sanctuary, assisted returning natural habitat。",70,minor_issues,"第二題, recently, 庇護所, assisted returning 自然棲息地。",[medium] terminology: None; [medium] terminology: None; [medium] terminology: None; [low] style: None
Draft 1,L8S2,17,"00:01:23,360 --> 00:01:28,520","Question three, sanctuary, described people care animals.",第三題，sanctuary，描述人們照顧動物。,80,minor_issues,第三題，庇護所，描述人們照顧動物。,[medium] terminology: None
Draft 1,L8S2,18,"00:01:28,860 --> 00:01:32,160","Question four, Kate, volunteering, sanctuary.",Question four，Kate，volunteering，sanctuary。,70,minor_issues,Question four，Kate，志願服務，庇護所。,[medium] terminology: None; [medium] terminology: None
Draft 1,L8S2,19,"00:01:32,680 --> 00:01:37,340","Question five, volunteers, look for, signs, check, animals.",第五題，volunteers，look for，signs，check，animals。,70,minor_issues,第五題，志工，尋找，標誌，檢查，動物。,[medium] terminology: None; [low] style: None; [low] style: None; [low] style: None; [low] style: None; [low] style: None
Draft 1,L8S2,20,"00:01:37,760 --> 00:01:41,840","Question six, volunteers, create, animals, play.",第六題，volunteers，create，animals，play。,100,ok,,
Draft 1,L8S2,21,"00:01:42,120 --> 00:01:49,580","Question seven, next, meeting, held, Delaware Street and 2 p.m. After",第七題，next，meeting，held，Delaware Stree,30,needs_revision,第七題，下一題，會議，舉行，特拉華街,[high] placeholder: None; [low] style: None; [low] style: None; [low] style: None; [low] style: None; [low] style: None
Draft 1,L8S2,22,"00:01:49,580 --> 00:01:54,520","underlining keywords, we'll move on to step four, predict the answer.",t and 2 p.m. 在劃出關鍵字後，我們將進入第四步，預測答案。,35,needs_revision,,[medium] terminology: None; [high] meaning_drift: None
Draft 1,L8S2,23,"00:01:55,040 --> 00:02:00,080",This is an extremely important step that many candidates often miss out on.,這是一項極其重要的步驟，許多考生往往會忽略。,100,ok,,
Draft 1,L8S2,24,"00:02:00,280 --> 00:02:05,360","By making predictions, we can identify and check the correct answers more easily.",透過進行預測，我們可以更容易地找出並驗證正確答案。,80,minor_issues,,[medium] terminology: None
Draft 1,L8S2,25,"00:02:05,720 --> 00:02:09,539",We need to predict which part of speech each gap needs.,我們需要預測每個空格所需的詞性。,100,ok,,
Draft 1,L8S2,26,"00:02:09,919 --> 00:02:11,600",Let's take a look at the question.,我們來看看這道題目。,100,ok,,
Draft 1,L8S2,27,"00:02:12,280 --> 00:02:13,940","Question one, here.",第一題，這裡。,100,ok,,
Draft 1,L8S2,28,"00:02:14,420 --> 00:02:19,260","The word that needs filling in follows the article an, which means",需要填入的字詞位於不定冠詞 an 之後，這表示,87,minor_issues,,[low] style: None
Draft 1,L8S2,29,"00:02:19,260 --> 00:02:22,180",the next word must start with a vowel sound.,下一個字詞必須以母音發音開始。,100,ok,,
Draft 1,L8S2,30,"00:02:22,760 --> 00:02:30,440","It is describing what Betty is, so it must be a singular noun referring to a type of place or organization.",這是描述 Betty 是什麼，因此它必須是一個指稱某類場所或組織的單數名詞。,80,minor_issues,,[medium] terminology: None
Draft 1,L8S2,31,"00:02:31,180 --> 00:02:38,860","Based on the context of animal care, we are likely looking for a word like institution or organization.",根據動物照護的脈絡，我們很可能是在尋找像 institution 或 organization 這樣的詞。,100,ok,,
Draft 1,L8S2,32,"00:02:39,720 --> 00:02:47,540","Question two, in this sentence, the sanctuary assisted a specific subject in returning to its habitat.",第二題，在此句中，sanctuary 協助特定的 subject 返回其 habitat。,70,minor_issues,第二題，在此句中，庇護所 協助特定的 subject 返回其 habitat。,[medium] terminology: None; [medium] terminology: None; [medium] terminology: None
Draft 1,L8S2,33,"00:02:48,300 --> 00:02:53,420","The word follows the article a, so it must be a singular countable noun.",這個詞跟在冠詞 a 後面，因此它必須是一個單數可數名詞。,80,minor_issues,,[medium] terminology: None
Draft 1,L8S2,34,"00:02:54,180 --> 00:03:03,020","Since the sanctuary cares for animals, we should listen for a specific species, such as a seal, fox, or penguin.",由於 sanctuary 照顧動物，我們應該聆聽特定的 species，例如 seal、fox 或 penguin。,70,minor_issues,由於 庇護所 照顧動物，我們應該聆聽特定的 物種，例如 海豹、狐狸 或 企鵝。,[medium] terminology: None; [medium] terminology: None; [medium] terminology: None; [low] terminology: None; [low] terminology: None; [low] terminology: None; [low] terminology: None; [low] terminology: None
Draft 1,L8S2,35,"00:03:03,440 --> 00:03:09,160",Now it's your turn to predict the type of information for each blank from question three to seven.,現在輪到你了，請根據第三題到第七題，預測每個空格所需的資訊類型。,35,needs_revision,現在輪到你了，請根據第三題到第七題，預測每個空格所需的資訊型別。,[high] terminology: None; [medium] terminology: None
Draft 1,L8S2,36,"00:03:10,420 --> 00:03:12,340",Have you got the information needed?,你有取得所需的資訊嗎？,100,ok,,
Draft 1,L8S2,37,"00:03:12,660 --> 00:03:14,320",Let's look at the prediction.,讓我們來看看預測。,100,ok,,
Draft 1,L8S2,38,"00:03:14,960 --> 00:03:18,140","Question three, look at the structure here.",第三題，請看這裡的結構。,100,ok,,
Draft 1,L8S2,39,"00:03:18,520 --> 00:03:24,060",We have the article a followed by a blank and then the preposition of.,這裡有不定冠詞 a，接著是一個空白處，然後是介系詞 of。,87,minor_issues,,[low] style: None
Draft 1,L8S2,40,"00:03:24,920 --> 00:03:31,500","Grammatically, the article a demands a singular countable noun because it is",從語法角度來看，冠詞「a」要求使用單數可數名詞，因為它,45,needs_revision,從文法角度來看，冠詞「a」要求使用單數可數名詞，因為它,[high] terminology: None
Draft 1,L8S2,41,"00:03:31,500 --> 00:03:38,440","followed by of people, we are predicting a collective noun or a noun that defines a group.",接著是關於人名的部分，我們預測這是一個集合名詞，或是用來定義群體的名詞。,45,needs_revision,接著是關於人群的部分，我們預測這是一個集合名詞，或是用來定義群體的名詞。,[high] meaning_drift: None
Draft 1,L8S2,42,"00:03:38,940 --> 00:03:45,440","Listen for words that define a community, such as network, collection, or association.",聆聽定義社群的詞彙，例如 network、collection 或 association。,80,minor_issues,聆聽定義社群的詞彙，例如 network、collection 或 作為sociation。,[medium] terminology: None
Draft 1,L8S2,43,"00:03:46,280 --> 00:03:50,180","Question four, here, grammar gives us a huge clue.",第四題，這裡的 grammar 給了我們一個重要的線索。,87,minor_issues,第四題，這裡 grammar 給了我們一個重要的線索。,[low] style: None
Draft 1,L8S2,44,"00:03:50,800 --> 00:03:55,540",The sentence uses the present perfect continuous has been volunteering.,此句使用了現在完成進行式 has been volunteering。,80,minor_issues,此句使用了現在完成進行式 has been 志願服務。,[medium] terminology: None
Draft 1,L8S2,45,"00:03:56,020 --> 00:04:01,380","When this tense is followed by the preposition for, the grammar rules",當這個時態後面加上介系詞 for 時，語法規則,45,needs_revision,當這個時態後面加上介系詞 for 時，文法規則,[high] terminology: None
Draft 1,L8S2,46,"00:04:01,380 --> 00:04:04,960",dictate that we must provide a duration of time.,表示我們必須提供時間長度。,100,ok,,
Draft 1,L8S2,47,"00:04:05,300 --> 00:04:09,360","Therefore, our prediction is a number plus time noun.",因此，我們的預測是數字加上時間名詞。,45,needs_revision,因此，我們的預測是數位加上時間名詞。,[high] terminology: None
Draft 1,L8S2,48,"00:04:09,900 --> 00:04:14,060",Expect to hear something like six months or two years.,預期會聽到類似六個月或兩年的說法。,100,ok,,
Draft 1,L8S2,49,"00:04:14,620 --> 00:04:20,000","Question five, in this sentence, the blank follows the preposition of.",第五題，在這句話中，空白處位於介系詞 of 之後。,77,minor_issues,,[low] style: None; [medium] terminology: None
Draft 1,L8S2,50,"00:04:20,360 --> 00:04:27,040","In English, the phrase signs of acts as a quantifier for a state or condition.",在英文中，片語 signs 用作表示某種狀態或條件的量化詞。,80,minor_issues,,[medium] terminology: None
Draft 1,L8S2,51,"00:04:27,480 --> 00:04:35,340","This means the missing word must be a noun, likely an uncountable noun, referring to a health or mental state.",這表示缺少的單字必須是名詞，很可能是一個不可數名詞，指稱某種健康或心理狀態。,80,minor_issues,,[medium] terminology: None
Draft 1,L8S2,52,"00:04:35,560 --> 00:04:43,220","In an animal sanctuary context, your brain should be ready for words like stress, illness, or infection.",在動物保護區的脈絡中，你的大腦應該準備好面對像壓力、疾病或感染這樣的詞彙。,80,minor_issues,,[medium] terminology: None
Draft 1,L8S2,53,"00:04:43,940 --> 00:04:47,560","Question six, let's check the verb object relationship.",第六題，讓我們檢查動詞與受詞的關係。,100,ok,,
Draft 1,L8S2,54,"00:04:47,740 --> 00:04:52,280","The verb is create, which needs a direct object, a noun.",動詞是『create』，它需要一個直接受詞，一個名詞,100,ok,,
Draft 1,L8S2,55,"00:04:53,000 --> 00:04:58,040","Notice there is no article, a, an, or the before the blank.",請注意，空白處前沒有不定冠詞 a 或 an，也沒有定冠詞 the。,87,minor_issues,,[low] style: None
Draft 1,L8S2,56,"00:04:58,540 --> 00:05:06,120",This grammatical vacuum suggests the answer is likely a plural noun or an uncountable noun.,這個語法真空狀態暗示答案很可能是複數名詞或不可數名詞。,45,needs_revision,這個文法真空狀態暗示答案很可能是複數名詞或不可數名詞。,[high] terminology: None
Draft 1,L8S2,57,"00:05:06,500 --> 00:05:14,100","Since the animals play with these items, we are listening for plural objects like toys or puzzles.",由於動物會玩這些物品，我們正在尋找複數受詞，例如玩具或拼圖。,80,minor_issues,,[medium] terminology: None
Draft 1,L8S2,58,"00:05:14,560 --> 00:05:20,760","Question seven, finally, look at the preposition at, followed by a street name.",第七題，最後，請看介系詞 at，後接街道名稱。,100,ok,,
Draft 1,L8S2,59,"00:05:21,120 --> 00:05:26,040","In the grammar of English addresses, a specific location on a street",在英文地址的文法中，街道上的特定位置前,87,minor_issues,在英文地址的文法中，街道上的特定位置,[low] style: None
Draft 1,L8S2,60,"00:05:26,040 --> 00:05:29,680",is always preceded by a house or building number.,總是會加上門牌或建築物編號。,87,minor_issues,,[low] style: None
Draft 1,L8S2,61,"00:05:30,080 --> 00:05:33,380","Therefore, we are strictly predicting a number.",因此，我們嚴格預測一個數字。,45,needs_revision,因此，我們嚴格預測一個數位。,[high] terminology: None
Draft 1,L8S2,62,"00:05:33,780 --> 00:05:38,220",Be ready to write down digits or a numeric word as soon,一聽到街道名稱，請立刻準備寫下,35,needs_revision,Be ready to write down digits or a numeric word as soon,[medium] terminology: None; [high] meaning_drift: None
Draft 1,L8S2,63,"00:05:38,220 --> 00:05:40,100",as you hear the street name mentioned.,數字或數字的英文單字。,30,needs_revision,as you hear the street name mentioned,[high] terminology: None; [medium] terminology: None; [high] meaning_drift: None
Draft 1,L8S2,64,"00:05:41,560 --> 00:05:44,800",Let's move on to step five.,接下來進行第五步。,80,minor_issues,,[medium] terminology: None
Draft 1,L8S2,65,"00:05:45,180 --> 00:05:49,500",Listen to the recording and find the words that have the same,聆聽錄音並找出具有相同單字的詞彙,87,minor_issues,聆聽錄音並找出找出相同的詞彙,[low] style: None
Draft 1,L8S2,66,"00:05:49,500 --> 00:05:51,520",meaning or paraphrases.,意義或解釋。,80,minor_issues,,[medium] terminology: None
Draft 1,L8S2,67,"00:05:51,880 --> 00:05:53,520",This step is very important.,這個步驟非常重要。,100,ok,,
Draft 1,L8S2,68,"00:05:54,020 --> 00:05:58,520","During the listening test, we need to find paraphrases or words in",在聽力測驗中，我們需要找出錄音中與題,70,minor_issues,,[medium] terminology: None; [medium] terminology: None; [low] style: None
Draft 1,L8S2,69,"00:05:58,520 --> 00:06:03,400",the recording that have the same meaning with keywords in the question.,目關鍵字意義相同或為其解釋的詞彙或片語。,70,minor_issues,,[medium] terminology: None; [medium] terminology: None; [medium] terminology: None; [low] style: None
Draft 1,L8S2,70,"00:06:04,840 --> 00:06:10,160","And then step six, write down the answer and don't forget to check the spelling.",接著第六步，寫下答案，別忘了檢查拼字。,80,minor_issues,,[medium] terminology: None
Draft 1,L8S2,71,"00:06:10,620 --> 00:06:16,240","Now, let's listen carefully to the recording and write down the answers on your paper.",現在，請仔細聆聽錄音，並將答案寫在紙上。,100,ok,,
Draft 1,L8S2,72,"00:06:17,000 --> 00:06:20,920",Now listen and answer questions one to seven.,現在請聆聽並回答第一至第七題。,80,minor_issues,,[medium] terminology: None
Draft 1,L8S2,73,"00:06:21,680 --> 00:06:23,400","What's that shirt you're wearing, Kate?",Kate，你穿的那件襯衫是什麼？,100,ok,,
Draft 1,L8S2,74,"00:06:23,740 --> 00:06:24,520",Looks pretty nice.,看起來不錯。,100,ok,,
Draft 1,L8S2,75,"00:06:25,000 --> 00:06:25,620","Oh, this?",喔，這個嗎？,100,ok,,
Draft 1,L8S2,76,"00:06:25,820 --> 00:06:28,000",This is from the sanctuary that I'm volunteering at.,這是我志願服務的地方。,80,minor_issues,,[medium] terminology: None
Draft 1,L8S2,77,"00:06:28,240 --> 00:06:29,640",I didn't know that you're volunteering.,我不知道你在做志工。,80,minor_issues,,[medium] terminology: None
Draft 1,L8S2,78,"00:06:30,240 --> 00:06:31,220",Mind if you tell me about it?,方便告訴我詳情嗎？,100,ok,,
Draft 1,L8S2,79,"00:06:31,720 --> 00:06:32,140",Sure.,沒問題。,100,ok,,
Draft 1,L8S2,80,"00:06:32,520 --> 00:06:34,300",Have you ever heard of Betty's Sanctuary?,你聽過「貝蒂庇護所」嗎？,100,ok,,
Draft 1,L8S2,81,"00:06:34,700 --> 00:06:36,900",That's a funny name for a conservation group.,這個保育團體的名字真有趣。,100,ok,,
Draft 1,L8S2,82,"00:06:36,900 --> 00:06:38,440",Is that the name of a founder?,那是某位創辦人的名字嗎？,100,ok,,
Draft 1,L8S2,83,"00:06:39,040 --> 00:06:41,020","No, it's actually named after an animal.",不，它其實是因一種動物而得名。,77,minor_issues,不，它其實是是基於一種動物而得名。,[medium] terminology: None; [low] style: None
Draft 1,L8S2,84,"00:06:41,460 --> 00:06:43,940",Betty was a little fox that was successfully rescued.,Betty 是一隻成功獲救的小狐狸。,100,ok,,
Draft 1,L8S2,85,"00:06:44,420 --> 00:06:45,520","Oh, I see.",喔，我了解了。,45,needs_revision,喔，我瞭解了。,[high] terminology: None
Draft 1,L8S2,86,"00:06:45,860 --> 00:06:46,900",Is it a new sanctuary?,這是新的庇護所嗎？,100,ok,,
Draft 1,L8S2,87,"00:06:47,500 --> 00:06:48,120",Not really.,並沒有那麼嚴重。,45,needs_revision,不是。。,[high] meaning_drift: None
Draft 1,L8S2,88,"00:06:48,260 --> 00:06:49,640",It was founded ten years ago.,該機構成立於十年前。,100,ok,,
Draft 1,L8S2,89,"00:06:49,960 --> 00:06:52,660",So it's a sanctuary to rescue wild foxes?,所以這是用來拯救野生狐狸的庇護所嗎？,80,minor_issues,,[medium] terminology: None
Draft 1,L8S2,90,"00:06:53,080 --> 00:06:59,500","Not really, although it originally started as a place for Betty to recover, now they also rescue all kinds of wild animals.",其實不然，雖然這裡最初是讓 Betty 康復的地方，但現在他們也救助各種野生動物。,70,minor_issues,,[low] style: None; [low] style: None; [medium] terminology: None; [medium] terminology: None; [medium] terminology: None
Draft 1,L8S2,91,"00:07:00,020 --> 00:07:03,180","Last time, we took care of a deer and helped it return to the wild.",上次我們照顧了一隻鹿，並協助它重返野外。,100,ok,,
Draft 1,L8S2,92,"00:07:03,560 --> 00:07:05,780",So it is more than just a normal sanctuary.,所以這不僅僅是一個普通的庇護所。,100,ok,,
Draft 1,L8S2,93,"00:07:06,440 --> 00:07:06,920",Exactly.,沒錯。,100,ok,,
Draft 1,L8S2,94,"00:07:07,320 --> 00:07:10,240",It's a community of people who love animals and want to help.,這是一個熱愛動物並希望提供協助的社群。,100,ok,,
Draft 1,L8S2,95,"00:07:10,500 --> 00:07:16,600","We meet regularly to talk about animal welfare, share rescue stories, and organize volunteer shifts at the sanctuary.",我們會定期聚會，討論動物福利、分享救援故事，並在庇護所安排志工輪值。,87,minor_issues,,[low] style: None
Draft 1,L8S2,96,"00:07:17,160 --> 00:07:17,740",That's awesome.,太棒了。,100,ok,,
Draft 1,L8S2,97,"00:07:18,240 --> 00:07:20,960","Oh yes, I saw your post on social media the other day.",對啊，我前几天在社群媒體上看到你的貼文。,80,minor_issues,,[medium] terminology: None
Draft 1,L8S2,98,"00:07:21,120 --> 00:07:22,180",How did I miss this?,我怎麼會錯過這個？,100,ok,,
Draft 1,L8S2,99,"00:07:22,600 --> 00:07:24,220","Yeah, I love it so much.",是啊，我非常喜歡它。,100,ok,,
Draft 1,L8S2,100,"00:07:24,500 --> 00:07:28,780","I've been volunteering there for five months now, and it's honestly the highlight of my week.",我已經在那裡志願服務五個月了，說實在的，這是我最期待的一週。,45,needs_revision,我已經在那裡志願服務五個月了，說實在的，這是我最讓我開心的時刻。,[high] meaning_drift: None
Draft 1,L8S2,101,"00:07:29,200 --> 00:07:31,920","If I want to join, do I need any special qualifications?",如果我想參加，需要具備什麼特殊資格嗎？,100,ok,,
Draft 1,L8S2,102,"00:07:32,400 --> 00:07:34,540","I mean, I've never worked with animals before.",我是說，我以前從來沒有跟動物工作過。,87,minor_issues,我是說，我以前從來沒有跟動物一起工作。,[low] collocation: None
Draft 1,L8S2,103,"00:07:34,540 --> 00:07:35,620",Not at all.,一點也不。,77,minor_issues,,[low] style: None; [medium] terminology: None
Draft 1,L8S2,104,"00:07:35,800 --> 00:07:38,440",As long as you love animals and are willing to dedicate some,只要您熱愛動物，並願意撥冗協助,35,needs_revision,只要您熱愛動物，並願意付出一些時間或精力,[medium] terminology: None; [high] meaning_drift: None
Draft 1,L8S2,105,"00:07:38,440 --> 00:07:40,320","time to helping those in need, you're welcome.",有需要的人，我們都歡迎。,45,needs_revision,需要幫助的人，我們不勝感激。,[high] meaning_drift: None
Draft 1,L8S2,106,"00:07:40,820 --> 00:07:42,820",So what's a typical day like at the sanctuary?,那麼，庇護所裡典型的一天是怎麼樣的呢？,100,ok,,
Draft 1,L8S2,107,"00:07:43,340 --> 00:07:47,520","Well, we usually start by cleaning their living spaces, preparing food, and",我們通常會先清理牠們的居住空間、準備食物，如果,35,needs_revision,我們通常會先清理牠們的居住空間、準備食物，並且,[medium] terminology: None; [high] meaning_drift: None
Draft 1,L8S2,108,"00:07:47,520 --> 00:07:49,600",sometimes helping with medical treatments if needed.,有需要，有時也會協助醫療照護。,87,minor_issues,,[low] style: None
Draft 1,L8S2,109,"00:07:50,060 --> 00:07:51,440",You mean taking them to hospitals?,你的意思是帶他們去醫院嗎？,100,ok,,
Draft 1,L8S2,110,"00:07:51,960 --> 00:07:55,920","Yes, and check to see if they are eating well or if they show any signs of sickness.",是的，並確認牠們是否吃得健康，或是否出現任何生病的跡象。,70,minor_issues,,[medium] terminology: None; [medium] terminology: None
Draft 1,L8S2,111,"00:07:56,480 --> 00:07:57,000",I see.,我明白了。,100,ok,,
Draft 1,L8S2,112,"00:07:57,500 --> 00:08:00,100",But taking care of wild animals is no joke.,但照顧野生動物可不是鬧著玩的。,100,ok,,
Draft 1,L8S2,113,"00:08:00,580 --> 00:08:02,780",They must get bored if they sit still for too long.,如果他們一直待著不動，一定會覺得無聊。,100,ok,,
Draft 1,L8S2,114,"00:08:02,780 --> 00:08:04,940",Are there any activities to entertain them?,有什麼活動可以讓他們娛樂嗎？,84,minor_issues,有什麼活動可以讓他們消遣嗎？,[low] collocation: None; [low] register: None
Draft 1,L8S2,115,"00:08:05,440 --> 00:08:06,220","Yes, of course.",沒錯，當然。,70,minor_issues,,[low] style: None; [medium] terminology: None; [medium] terminology: None
Draft 1,L8S2,116,"00:08:06,500 --> 00:08:10,200","From time to time, we would make these massive building blocks out of foam for them.",我們偶爾會用泡棉為他們製作這些巨大的建築積木。,87,minor_issues,,[low] style: None
Draft 1,L8S2,117,"00:08:10,600 --> 00:08:15,160","If you join now, you can help me build a foam house for Leonardo, an injured mountain lion.",如果您現在加入，可以幫助我為受傷的山獅 Leonardo 搭建一個泡沫屋。,100,ok,,
Draft 1,L8S2,118,"00:08:15,380 --> 00:08:16,260",That's so cool.,太酷了。,100,ok,,
Draft 1,L8S2,119,"00:08:16,500 --> 00:08:17,060",I'm interested.,我有興趣。,100,ok,,
Draft 1,L8S2,120,"00:08:17,420 --> 00:08:18,220",How do I sign up?,我該如何登入？,45,needs_revision,我該如何註冊？,[high] meaning_drift: None
Draft 1,L8S2,121,"00:08:18,500 --> 00:08:20,780",Just come to our next meeting and ask for an application.,請參加我們的下一次會議並申請表格。,87,minor_issues,請參加我們的下一次會議並索取申請表。,[low] style: None
Draft 1,L8S2,122,"00:08:21,360 --> 00:08:21,940",When is that?,那是什麼時候？,100,ok,,
Draft 1,L8S2,123,"00:08:22,340 --> 00:08:26,020","This Sunday, at 2 p.m., 518 South Delaware Street.",這個星期日，下午兩點，南特拉華街518號。,45,needs_revision,,[high] placeholder: None
Draft 1,L8S2,124,"00:08:26,340 --> 00:08:28,140",Not to be confused with North Delaware.,請勿與北特拉華州混淆。,100,ok,,
Draft 1,L8S2,125,"00:08:28,480 --> 00:08:31,340","There's one conservation group there too, but it's not ours.",那裡也有一個保育團體，但並不是我們的。,87,minor_issues,,[low] style: None
Draft 1,L8S2,126,"00:08:31,340 --> 00:08:32,820","Wait, hold on.",等等，稍等一下。,100,ok,,
Draft 1,L8S2,127,"00:08:33,100 --> 00:08:34,500",I think I've seen it before.,我想我以前看過。,100,ok,,
Draft 1,L8S2,128,"00:08:34,900 --> 00:08:37,220",Is that opposite the big park on 507?,那是在 507 號的大公園對面嗎？,100,ok,,
Draft 1,L8S2,129,"00:08:37,539 --> 00:08:39,860",The facility with yellow gates and a stone lion?,有黃色大門和石獅子的設施？,100,ok,,
Draft 1,L8S2,130,"00:08:40,299 --> 00:08:41,340","Yes, that's the one.",沒錯，就是那個。,100,ok,,
Draft 1,L8S2,131,"00:08:41,720 --> 00:08:42,880",Will I meet you there this weekend?,這個週末我會去那裡見你嗎？,87,minor_issues,,[low] style: None
Draft 1,L8S2,132,"00:08:43,360 --> 00:08:43,840",Of course.,當然。,70,minor_issues,,[low] style: None; [medium] terminology: None; [medium] terminology: None
Draft 1,L8S2,133,"00:08:44,120 --> 00:08:45,280",I'll introduce you to everyone.,我會介紹大家認識。,100,ok,,
Draft 1,L8S2,134,"00:08:45,520 --> 00:08:46,240",You'll fit right in.,你會很快融入這裡。,100,ok,,
Draft 1,L8S2,135,"00:08:46,560 --> 00:08:47,080",Can't wait.,迫不及待。,100,ok,,
Draft 1,L8S2,136,"00:08:47,440 --> 00:08:48,800",Did you get all of them?,都做對了嗎？,80,minor_issues,,[medium] terminology: None
Draft 1,L8S2,137,"00:08:49,060 --> 00:08:50,980",Now let's check the answers together.,現在我們一起來對答案,100,ok,,
Draft 1,L8S2,138,"00:08:51,300 --> 00:08:53,540",Here's the transcript for today's recording.,這是今天錄音的逐字稿。,80,minor_issues,,[medium] terminology: None
Draft 1,L8S2,139,"00:08:53,960 --> 00:08:56,520",Let's listen again and locate the answer.,讓我們再聽一次並找出答案,100,ok,,
Draft 1,L8S2,140,"00:08:58,300 --> 00:09:02,020",Now listen and answer questions 1 to 7.,現在請聆聽並回答第 1 至 7 題。,80,minor_issues,,[medium] terminology: None
Draft 1,L8S2,141,"00:09:02,920 --> 00:09:04,480","What's that shirt you're wearing, Kate?",Kate，你穿的那件襯衫是什麼樣的？,100,ok,,
Draft 1,L8S2,142,"00:09:04,840 --> 00:09:05,600",Looks pretty nice.,看起來不錯。,100,ok,,
Draft 1,L8S2,143,"00:09:06,080 --> 00:09:06,700","Oh, this?",喔，這個嗎？,100,ok,,
Draft 1,L8S2,144,"00:09:06,860 --> 00:09:09,080",This is from the sanctuary that I'm volunteering at.,這是我在志願服務的地方。,80,minor_issues,,[medium] terminology: None
Draft 1,L8S2,145,"00:09:09,360 --> 00:09:10,720",I didn't know that you're volunteering.,我不知道你正在志願服務。,100,ok,,
Draft 1,L8S2,146,"00:09:11,260 --> 00:09:12,300",Mind if you tell me about it?,方便告訴我嗎？,100,ok,,
Draft 1,L8S2,147,"00:09:12,820 --> 00:09:13,220",Sure.,好的。,100,ok,,
Draft 1,L8S2,148,"00:09:13,620 --> 00:09:15,380",Have you ever heard of Betty's Sanctuary?,你聽過「Betty's Sanctuary」嗎？,80,minor_issues,,[medium] terminology: None
Draft 1,L8S2,149,"00:09:15,740 --> 00:09:17,960",That's a funny name for a conservation group.,這個保護團體的名字真有趣。,80,minor_issues,,[medium] terminology: None
Draft 1,L8S2,150,"00:09:18,360 --> 00:09:19,500",Is that the name of a founder?,那是創始人的名字嗎？,80,minor_issues,,[medium] terminology: None
Draft 1,L8S2,151,"00:09:19,940 --> 00:09:22,080","No, it's actually named after an animal.",不，它實際上是以一種動物命名的。,80,minor_issues,,[medium] terminology: None
Draft 1,L8S2,152,"00:09:22,500 --> 00:09:25,040",Betty was a little fox that was successfully rescued.,Betty 是一隻成功獲救的小狐狸。,100,ok,,
Draft 1,L8S2,153,"00:09:25,040 --> 00:09:26,600","Oh, I see.",喔，我明白了。,100,ok,,
Draft 1,L8S2,154,"00:09:27,040 --> 00:09:28,000",Is it a new sanctuary?,這是新的聖地嗎？,80,minor_issues,,[medium] terminology: None
Draft 1,L8S2,155,"00:09:28,740 --> 00:09:29,200",Not really.,並沒有那麼嚴重。,45,needs_revision,不是。。,[high] meaning_drift: None
Draft 1,L8S2,156,"00:09:29,380 --> 00:09:30,740",It was founded 10 years ago.,它成立於 10 年前。,100,ok,,
Draft 1,L8S2,157,"00:09:31,060 --> 00:09:33,740",So it's a sanctuary to rescue wild foxes?,所以這裡是一個拯救野生狐狸的庇護所嗎？,80,minor_issues,,[medium] terminology: None
Draft 1,L8S2,158,"00:09:34,180 --> 00:09:37,740","Not really, although it originally started as a place for Betty to recover.",不太對，雖然它最初是作為 Betty 康復的地方。,87,minor_issues,,[low] style: None
